Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110203/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,3.44
Liftedindex,0.25
LIFTcomputedusingvirtualtemperature,-0.55
SWEATindex,183.21
Kindex,17.40
Crosstotalsindex,17.60
Verticaltotalsindex,21.30
Totalstotalsindex,38.90
ConvectiveAvailablePotentialEnergy,134.89
CAPEusingvirtualtemperature,214.74
ConvectiveInhibition,-21.03
CINSusingvirtualtemperature,-13.41
EquilibrumLevel,330.29
EquilibrumLevelusingvirtualtemperature,329.18
LevelofFreeConvection,864.39
LFCTusingvirtualtemperature,874.75
BulkRichardsonNumber,149.39
BulkRichardsonNumberusingCAPV,237.83
Temp[K]oftheLiftedCondensationLevel,292.81
Pres[hPa]oftheLiftedCondensationLevel,927.90
Meanmixedlayerpotentialtemperature,299.15
Meanmixedlayermixingratio,15.82
1000hPato500hPathickness,5780.00
Precipitablewater[mm]forentiresounding,38.46
