Stationidentifier,YBBN
Stationnumber,94578
Observationtime,141009/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,5.08
Liftedindex,4.46
LIFTcomputedusingvirtualtemperature,4.14
SWEATindex,141.39
Kindex,7.10
Crosstotalsindex,19.90
Verticaltotalsindex,20.90
Totalstotalsindex,40.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,285.04
Pres[hPa]oftheLiftedCondensationLevel,911.19
Meanmixedlayerpotentialtemperature,292.72
Meanmixedlayermixingratio,9.70
1000hPato500hPathickness,5636.00
Precipitablewater[mm]forentiresounding,24.31
