Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110422/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,3.56
Liftedindex,0.07
LIFTcomputedusingvirtualtemperature,-0.16
SWEATindex,140.59
Kindex,27.30
Crosstotalsindex,18.50
Verticaltotalsindex,24.50
Totalstotalsindex,43.00
ConvectiveAvailablePotentialEnergy,195.41
CAPEusingvirtualtemperature,247.67
ConvectiveInhibition,-101.15
CINSusingvirtualtemperature,-75.56
EquilibrumLevel,371.71
EquilibrumLevelusingvirtualtemperature,370.53
LevelofFreeConvection,776.35
LFCTusingvirtualtemperature,800.95
BulkRichardsonNumber,34.14
BulkRichardsonNumberusingCAPV,43.27
Temp[K]oftheLiftedCondensationLevel,289.39
Pres[hPa]oftheLiftedCondensationLevel,935.59
Meanmixedlayerpotentialtemperature,294.96
Meanmixedlayermixingratio,12.59
1000hPato500hPathickness,5669.00
Precipitablewater[mm]forentiresounding,32.18
