Stationidentifier,YBBN
Stationnumber,94578
Observationtime,151211/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,1.77
Liftedindex,-1.87
LIFTcomputedusingvirtualtemperature,-2.55
SWEATindex,142.19
Kindex,30.30
Crosstotalsindex,17.70
Verticaltotalsindex,27.70
Totalstotalsindex,45.40
ConvectiveAvailablePotentialEnergy,731.51
CAPEusingvirtualtemperature,861.74
ConvectiveInhibition,-242.50
CINSusingvirtualtemperature,-197.71
EquilibrumLevel,239.15
EquilibrumLevelusingvirtualtemperature,238.69
LevelofFreeConvection,710.12
LFCTusingvirtualtemperature,723.40
BulkRichardsonNumber,46.41
BulkRichardsonNumberusingCAPV,54.67
Temp[K]oftheLiftedCondensationLevel,290.30
Pres[hPa]oftheLiftedCondensationLevel,904.40
Meanmixedlayerpotentialtemperature,298.78
Meanmixedlayermixingratio,13.82
1000hPato500hPathickness,5732.00
Precipitablewater[mm]forentiresounding,35.91
