Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150410/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,7.31
Liftedindex,6.37
LIFTcomputedusingvirtualtemperature,6.07
SWEATindex,125.20
Kindex,-8.10
Crosstotalsindex,16.30
Verticaltotalsindex,21.30
Totalstotalsindex,37.60
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,282.23
Pres[hPa]oftheLiftedCondensationLevel,863.46
Meanmixedlayerpotentialtemperature,294.33
Meanmixedlayermixingratio,8.47
1000hPato500hPathickness,5655.00
Precipitablewater[mm]forentiresounding,20.73
