PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1018.0,5,25.6,19.6,69,14.31,200,6,297.2,338.8,299.8
1000.0,159,23.4,18.8,75,13.85,170,3,296.6,336.7,299.0
973.0,398,21.2,18.4,84,13.89,115,2,296.6,336.9,299.1
966.0,460,20.6,18.3,87,13.89,109,2,296.7,336.9,299.1
925.0,835,18.2,16.0,87,12.51,70,5,297.9,334.4,300.1
850.0,1556,14.2,9.9,75,9.08,290,4,301.0,328.1,302.6
836.0,1696,13.6,11.3,86,10.16,273,5,301.8,332.1,303.6
834.0,1717,13.6,11.9,89,10.60,271,5,302.0,333.6,303.9
828.0,1778,14.6,1.6,41,5.22,263,6,303.7,319.8,304.6
821.0,1849,15.4,-11.6,14,1.93,255,6,305.3,311.6,305.6
815.0,1912,15.4,-8.6,18,2.46,247,7,305.9,313.9,306.4
778.0,2303,13.4,-4.5,29,3.54,200,10,307.9,319.2,308.5
767.0,2423,12.8,-3.2,33,3.96,196,10,308.5,321.1,309.2
713.0,3031,8.0,1.0,61,5.80,173,10,309.7,327.9,310.8
706.0,3113,7.8,0.2,59,5.55,170,10,310.3,327.8,311.4
700.0,3183,7.6,-0.4,57,5.34,175,10,310.9,327.8,311.9
678.0,3446,6.2,-3.8,49,4.28,195,11,312.1,325.9,313.0
667.0,3579,5.4,-5.8,44,3.74,205,12,312.7,324.9,313.4
644.0,3865,3.6,-10.0,36,2.78,200,13,313.9,323.1,314.4
641.0,3903,3.4,-10.6,35,2.67,203,13,314.0,322.9,314.5
610.0,4300,0.1,-11.2,42,2.68,240,15,314.7,323.6,315.2
575.0,4773,-3.9,-11.9,54,2.69,238,25,315.4,324.3,315.9
563.0,4939,-3.3,-28.3,12,0.66,237,28,318.0,320.4,318.1
555.0,5053,-3.1,-22.1,22,1.18,236,31,319.5,323.7,319.8
543.0,5225,-4.3,-15.3,42,2.15,235,34,320.1,327.5,320.5
540.0,5269,-4.6,-15.6,42,2.11,235,35,320.2,327.5,320.6
527.0,5460,-6.1,-17.1,41,1.91,235,29,320.7,327.3,321.1
513.0,5670,-7.5,-31.5,13,0.54,235,22,321.5,323.5,321.6
508.0,5747,-7.3,-42.3,4,0.18,235,19,322.6,323.3,322.6
500.0,5870,-7.9,-35.9,9,0.36,235,15,323.3,324.7,323.4
495.0,5948,-8.5,-32.5,12,0.51,230,14,323.5,325.5,323.6
490.0,6027,-9.1,-29.1,18,0.71,227,15,323.7,326.4,323.9
468.0,6381,-10.0,-39.8,7,0.26,215,18,326.9,327.9,326.9
444.0,6787,-11.1,-52.1,2,0.07,229,26,330.5,330.8,330.5
442.0,6821,-11.3,-51.9,2,0.07,230,27,330.6,330.9,330.6
422.0,7173,-13.8,-50.0,3,0.09,225,26,331.8,332.2,331.8
404.0,7504,-16.2,-48.1,5,0.12,240,26,332.9,333.5,333.0
400.0,7580,-16.7,-47.7,5,0.13,240,26,333.2,333.7,333.2
398.0,7618,-16.9,-47.9,5,0.13,240,26,333.4,333.9,333.4
374.0,8079,-21.3,-33.3,33,0.62,243,25,333.6,336.0,333.7
351.0,8544,-24.1,-31.5,50,0.79,245,25,336.0,339.0,336.1
349.0,8586,-24.3,-31.3,52,0.81,245,26,336.2,339.3,336.3
333.0,8925,-26.9,-39.9,28,0.36,245,32,337.1,338.6,337.2
325.0,9100,-27.9,-34.9,51,0.61,245,35,338.1,340.5,338.2
323.0,9144,-28.1,-34.9,52,0.61,245,36,338.5,340.9,338.6
314.0,9346,-28.9,-34.9,56,0.63,243,37,340.1,342.6,340.2
300.0,9670,-31.9,-36.6,63,0.56,240,39,340.3,342.5,340.4
298.0,9718,-32.5,-37.0,64,0.54,240,39,340.1,342.3,340.2
275.0,10283,-36.5,-41.5,60,0.37,242,42,342.2,343.7,342.3
250.0,10940,-42.3,-49.3,46,0.17,245,46,343.0,343.8,343.1
246.0,11048,-43.3,-52.3,36,0.12,245,46,343.1,343.7,343.2
226.0,11605,-48.8,-56.0,43,0.09,245,44,343.2,343.6,343.2
214.0,11963,-52.3,-58.3,48,0.07,240,50,343.1,343.4,343.1
210.0,12085,-50.5,-59.5,34,0.06,238,52,347.8,348.0,347.8
206.0,12209,-50.9,-70.9,8,0.01,236,53,349.0,349.1,349.1
203.0,12304,-51.5,-74.0,5,0.01,235,55,349.6,349.6,349.6
200.0,12400,-52.1,-77.1,3,0.01,235,55,350.1,350.1,350.1
184.0,12930,-56.4,-78.7,5,0.00,230,52,351.6,351.6,351.6
172.0,13359,-59.9,-79.9,6,0.00,233,48,352.6,352.6,352.6
161.0,13766,-63.2,,,,235,45,353.7,,353.7
154.0,14040,-65.5,,,,238,47,354.4,,354.4
150.0,14200,-65.5,,,,240,48,357.1,,357.1
139.0,14648,-68.1,,,,240,57,360.4,,360.4
121.0,15465,-72.7,,,,225,48,366.4,,366.4
113.0,15868,-75.0,,,,250,34,369.4,,369.4
108.0,16134,-76.6,,,,260,37,371.3,,371.3
102.0,16471,-78.5,,,,,,373.7,,373.7
