Stationidentifier,YBBN
Stationnumber,94578
Observationtime,120223/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,3.38
Liftedindex,1.44
LIFTcomputedusingvirtualtemperature,1.47
SWEATindex,273.31
Kindex,32.60
Crosstotalsindex,19.50
Verticaltotalsindex,21.10
Totalstotalsindex,40.60
ConvectiveAvailablePotentialEnergy,22.47
CAPEusingvirtualtemperature,43.78
ConvectiveInhibition,-18.65
CINSusingvirtualtemperature,-16.25
EquilibrumLevel,672.76
EquilibrumLevelusingvirtualtemperature,669.42
LevelofFreeConvection,878.45
LFCTusingvirtualtemperature,885.85
BulkRichardsonNumber,1.27
BulkRichardsonNumberusingCAPV,2.48
Temp[K]oftheLiftedCondensationLevel,290.71
Pres[hPa]oftheLiftedCondensationLevel,946.75
Meanmixedlayerpotentialtemperature,295.31
Meanmixedlayermixingratio,13.54
1000hPato500hPathickness,5698.00
Precipitablewater[mm]forentiresounding,49.43
