Stationidentifier,YBBN
Stationnumber,94578
Observationtime,160219/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,-1.20
Liftedindex,-3.95
LIFTcomputedusingvirtualtemperature,-4.81
SWEATindex,204.81
Kindex,33.10
Crosstotalsindex,22.30
Verticaltotalsindex,24.70
Totalstotalsindex,47.00
ConvectiveAvailablePotentialEnergy,757.54
CAPEusingvirtualtemperature,948.67
ConvectiveInhibition,-5.72
CINSusingvirtualtemperature,-4.43
EquilibrumLevel,358.96
EquilibrumLevelusingvirtualtemperature,355.70
LevelofFreeConvection,909.89
LFCTusingvirtualtemperature,913.73
BulkRichardsonNumber,79.56
BulkRichardsonNumberusingCAPV,99.63
Temp[K]oftheLiftedCondensationLevel,293.80
Pres[hPa]oftheLiftedCondensationLevel,940.58
Meanmixedlayerpotentialtemperature,299.01
Meanmixedlayermixingratio,16.62
1000hPato500hPathickness,5731.00
Precipitablewater[mm]forentiresounding,44.32
