Stationidentifier,YBBN
Stationnumber,94578
Observationtime,160531/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,8.13
Liftedindex,8.05
LIFTcomputedusingvirtualtemperature,8.12
SWEATindex,110.60
Kindex,-4.80
Crosstotalsindex,17.60
Verticaltotalsindex,20.90
Totalstotalsindex,38.50
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,278.71
Pres[hPa]oftheLiftedCondensationLevel,861.89
Meanmixedlayerpotentialtemperature,290.82
Meanmixedlayermixingratio,6.65
1000hPato500hPathickness,5555.00
Precipitablewater[mm]forentiresounding,17.55
