Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100730/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,1.95
Liftedindex,-0.28
LIFTcomputedusingvirtualtemperature,-0.52
SWEATindex,140.62
Kindex,25.10
Crosstotalsindex,20.30
Verticaltotalsindex,27.30
Totalstotalsindex,47.60
ConvectiveAvailablePotentialEnergy,17.38
CAPEusingvirtualtemperature,32.47
ConvectiveInhibition,-238.63
CINSusingvirtualtemperature,-136.90
EquilibrumLevel,459.60
EquilibrumLevelusingvirtualtemperature,456.94
LevelofFreeConvection,557.04
LFCTusingvirtualtemperature,706.02
BulkRichardsonNumber,2.75
BulkRichardsonNumberusingCAPV,5.14
Temp[K]oftheLiftedCondensationLevel,288.24
Pres[hPa]oftheLiftedCondensationLevel,958.09
Meanmixedlayerpotentialtemperature,291.81
Meanmixedlayermixingratio,11.41
1000hPato500hPathickness,5630.00
Precipitablewater[mm]forentiresounding,27.17
