Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140117/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,6.32
Liftedindex,4.56
LIFTcomputedusingvirtualtemperature,4.14
SWEATindex,135.39
Kindex,-5.10
Crosstotalsindex,16.90
Verticaltotalsindex,20.70
Totalstotalsindex,37.60
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,284.37
Pres[hPa]oftheLiftedCondensationLevel,857.09
Meanmixedlayerpotentialtemperature,297.20
Meanmixedlayermixingratio,9.87
1000hPato500hPathickness,5686.00
Precipitablewater[mm]forentiresounding,21.29
