Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110304/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,1.30
Liftedindex,0.23
LIFTcomputedusingvirtualtemperature,0.15
SWEATindex,221.79
Kindex,35.60
Crosstotalsindex,20.20
Verticaltotalsindex,21.30
Totalstotalsindex,41.50
ConvectiveAvailablePotentialEnergy,19.48
CAPEusingvirtualtemperature,37.21
ConvectiveInhibition,-0.04
CINSusingvirtualtemperature,0.00
EquilibrumLevel,530.61
EquilibrumLevelusingvirtualtemperature,524.61
LevelofFreeConvection,949.85
LFCTusingvirtualtemperature,955.65
BulkRichardsonNumber,0.24
BulkRichardsonNumberusingCAPV,0.46
Temp[K]oftheLiftedCondensationLevel,294.15
Pres[hPa]oftheLiftedCondensationLevel,975.81
Meanmixedlayerpotentialtemperature,296.22
Meanmixedlayermixingratio,16.34
1000hPato500hPathickness,5757.00
Precipitablewater[mm]forentiresounding,60.39
