Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130904/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,11.22
Liftedindex,7.39
LIFTcomputedusingvirtualtemperature,7.20
SWEATindex,91.98
Kindex,-17.70
Crosstotalsindex,14.10
Verticaltotalsindex,20.10
Totalstotalsindex,34.20
ConvectiveAvailablePotentialEnergy,14.45
CAPEusingvirtualtemperature,19.06
ConvectiveInhibition,-5.11
CINSusingvirtualtemperature,-0.05
EquilibrumLevel,836.68
EquilibrumLevelusingvirtualtemperature,834.33
LevelofFreeConvection,840.45
LFCTusingvirtualtemperature,859.05
BulkRichardsonNumber,1.70
BulkRichardsonNumberusingCAPV,2.24
Temp[K]oftheLiftedCondensationLevel,278.92
Pres[hPa]oftheLiftedCondensationLevel,865.10
Meanmixedlayerpotentialtemperature,290.72
Meanmixedlayermixingratio,6.73
1000hPato500hPathickness,5575.00
Precipitablewater[mm]forentiresounding,13.86
