Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100102/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,1.46
Liftedindex,0.13
LIFTcomputedusingvirtualtemperature,-0.08
SWEATindex,194.82
Kindex,27.60
Crosstotalsindex,20.40
Verticaltotalsindex,22.70
Totalstotalsindex,43.10
ConvectiveAvailablePotentialEnergy,0.40
CAPEusingvirtualtemperature,3.63
ConvectiveInhibition,-225.75
CINSusingvirtualtemperature,-32.18
EquilibrumLevel,509.22
EquilibrumLevelusingvirtualtemperature,477.13
LevelofFreeConvection,522.11
LFCTusingvirtualtemperature,807.14
BulkRichardsonNumber,0.09
BulkRichardsonNumberusingCAPV,0.78
Temp[K]oftheLiftedCondensationLevel,289.88
Pres[hPa]oftheLiftedCondensationLevel,900.26
Meanmixedlayerpotentialtemperature,298.72
Meanmixedlayermixingratio,13.50
1000hPato500hPathickness,5739.00
Precipitablewater[mm]forentiresounding,42.36
