Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100211/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,7.99
Liftedindex,4.14
LIFTcomputedusingvirtualtemperature,3.49
SWEATindex,146.18
Kindex,-7.90
Crosstotalsindex,14.70
Verticaltotalsindex,17.50
Totalstotalsindex,32.20
ConvectiveAvailablePotentialEnergy,26.93
CAPEusingvirtualtemperature,72.66
ConvectiveInhibition,-8.11
CINSusingvirtualtemperature,-2.79
EquilibrumLevel,762.89
EquilibrumLevelusingvirtualtemperature,727.50
LevelofFreeConvection,894.82
LFCTusingvirtualtemperature,907.29
BulkRichardsonNumber,22.33
BulkRichardsonNumberusingCAPV,60.24
Temp[K]oftheLiftedCondensationLevel,290.14
Pres[hPa]oftheLiftedCondensationLevel,915.78
Meanmixedlayerpotentialtemperature,297.54
Meanmixedlayermixingratio,13.51
1000hPato500hPathickness,5731.00
Precipitablewater[mm]forentiresounding,27.55
