Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130405/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,5.46
Liftedindex,1.76
LIFTcomputedusingvirtualtemperature,1.43
SWEATindex,291.27
Kindex,20.20
Crosstotalsindex,19.40
Verticaltotalsindex,22.30
Totalstotalsindex,41.70
ConvectiveAvailablePotentialEnergy,15.83
CAPEusingvirtualtemperature,31.35
ConvectiveInhibition,-7.88
CINSusingvirtualtemperature,-2.20
EquilibrumLevel,779.87
EquilibrumLevelusingvirtualtemperature,751.83
LevelofFreeConvection,884.35
LFCTusingvirtualtemperature,893.03
BulkRichardsonNumber,1009.21
BulkRichardsonNumberusingCAPV,1998.99
Temp[K]oftheLiftedCondensationLevel,285.03
Pres[hPa]oftheLiftedCondensationLevel,898.65
Meanmixedlayerpotentialtemperature,293.88
Meanmixedlayermixingratio,9.84
1000hPato500hPathickness,5603.00
Precipitablewater[mm]forentiresounding,27.15
