Stationidentifier,YBBN
Stationnumber,94578
Observationtime,160830/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,12.44
Liftedindex,10.13
LIFTcomputedusingvirtualtemperature,9.94
SWEATindex,89.60
Kindex,-7.40
Crosstotalsindex,14.00
Verticaltotalsindex,16.30
Totalstotalsindex,30.30
ConvectiveAvailablePotentialEnergy,1.68
CAPEusingvirtualtemperature,3.21
ConvectiveInhibition,-14.78
CINSusingvirtualtemperature,-11.67
EquilibrumLevel,849.01
EquilibrumLevelusingvirtualtemperature,847.93
LevelofFreeConvection,870.39
LFCTusingvirtualtemperature,876.34
BulkRichardsonNumber,0.04
BulkRichardsonNumberusingCAPV,0.08
Temp[K]oftheLiftedCondensationLevel,281.62
Pres[hPa]oftheLiftedCondensationLevel,900.38
Meanmixedlayerpotentialtemperature,290.20
Meanmixedlayermixingratio,7.78
1000hPato500hPathickness,5633.00
Precipitablewater[mm]forentiresounding,17.81
