Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110518/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,6.42
Liftedindex,6.13
LIFTcomputedusingvirtualtemperature,5.97
SWEATindex,102.19
Kindex,-6.70
Crosstotalsindex,18.70
Verticaltotalsindex,22.70
Totalstotalsindex,41.40
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,281.76
Pres[hPa]oftheLiftedCondensationLevel,908.51
Meanmixedlayerpotentialtemperature,289.60
Meanmixedlayermixingratio,7.80
1000hPato500hPathickness,5580.00
Precipitablewater[mm]forentiresounding,20.79
