Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110412/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,5.15
Liftedindex,7.55
LIFTcomputedusingvirtualtemperature,7.26
SWEATindex,156.78
Kindex,-2.90
Crosstotalsindex,18.10
Verticaltotalsindex,21.70
Totalstotalsindex,39.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,282.70
Pres[hPa]oftheLiftedCondensationLevel,875.54
Meanmixedlayerpotentialtemperature,293.65
Meanmixedlayermixingratio,8.62
1000hPato500hPathickness,5640.00
Precipitablewater[mm]forentiresounding,24.86
