Stationidentifier,YBBN
Stationnumber,94578
Observationtime,161209/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,5.90
Liftedindex,0.43
LIFTcomputedusingvirtualtemperature,0.36
SWEATindex,144.38
Kindex,29.20
Crosstotalsindex,10.50
Verticaltotalsindex,28.50
Totalstotalsindex,39.00
ConvectiveAvailablePotentialEnergy,47.57
CAPEusingvirtualtemperature,56.65
ConvectiveInhibition,-338.29
CINSusingvirtualtemperature,-282.28
EquilibrumLevel,527.25
EquilibrumLevelusingvirtualtemperature,521.95
LevelofFreeConvection,685.74
LFCTusingvirtualtemperature,689.20
BulkRichardsonNumber,2.13
BulkRichardsonNumberusingCAPV,2.54
Temp[K]oftheLiftedCondensationLevel,289.56
Pres[hPa]oftheLiftedCondensationLevel,894.03
Meanmixedlayerpotentialtemperature,298.99
Meanmixedlayermixingratio,13.32
1000hPato500hPathickness,5749.00
Precipitablewater[mm]forentiresounding,44.45
