Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130217/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,2.45
Liftedindex,-1.05
LIFTcomputedusingvirtualtemperature,-1.19
SWEATindex,140.21
Kindex,29.80
Crosstotalsindex,20.30
Verticaltotalsindex,25.30
Totalstotalsindex,45.60
ConvectiveAvailablePotentialEnergy,87.00
CAPEusingvirtualtemperature,124.27
ConvectiveInhibition,-35.32
CINSusingvirtualtemperature,-23.84
EquilibrumLevel,396.13
EquilibrumLevelusingvirtualtemperature,394.02
LevelofFreeConvection,819.81
LFCTusingvirtualtemperature,840.55
BulkRichardsonNumber,2.62
BulkRichardsonNumberusingCAPV,3.74
Temp[K]oftheLiftedCondensationLevel,288.65
Pres[hPa]oftheLiftedCondensationLevel,930.65
Meanmixedlayerpotentialtemperature,294.65
Meanmixedlayermixingratio,12.05
1000hPato500hPathickness,5652.00
Precipitablewater[mm]forentiresounding,38.40
