Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150628/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,9.89
Liftedindex,5.72
LIFTcomputedusingvirtualtemperature,5.42
SWEATindex,67.40
Kindex,-1.10
Crosstotalsindex,14.70
Verticaltotalsindex,19.70
Totalstotalsindex,34.40
ConvectiveAvailablePotentialEnergy,7.46
CAPEusingvirtualtemperature,27.31
ConvectiveInhibition,-16.36
CINSusingvirtualtemperature,-14.22
EquilibrumLevel,785.28
EquilibrumLevelusingvirtualtemperature,771.04
LevelofFreeConvection,888.93
LFCTusingvirtualtemperature,901.74
BulkRichardsonNumber,0.77
BulkRichardsonNumberusingCAPV,2.84
Temp[K]oftheLiftedCondensationLevel,286.69
Pres[hPa]oftheLiftedCondensationLevel,963.87
Meanmixedlayerpotentialtemperature,289.74
Meanmixedlayermixingratio,10.22
1000hPato500hPathickness,5602.00
Precipitablewater[mm]forentiresounding,20.73
