Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110814/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,4.87
Liftedindex,3.49
LIFTcomputedusingvirtualtemperature,3.33
SWEATindex,56.39
Kindex,-13.40
Crosstotalsindex,21.80
Verticaltotalsindex,24.50
Totalstotalsindex,46.30
ConvectiveAvailablePotentialEnergy,25.26
CAPEusingvirtualtemperature,30.47
ConvectiveInhibition,-51.84
CINSusingvirtualtemperature,-44.81
EquilibrumLevel,726.35
EquilibrumLevelusingvirtualtemperature,725.30
LevelofFreeConvection,823.98
LFCTusingvirtualtemperature,831.60
BulkRichardsonNumber,2.20
BulkRichardsonNumberusingCAPV,2.65
Temp[K]oftheLiftedCondensationLevel,280.90
Pres[hPa]oftheLiftedCondensationLevel,916.29
Meanmixedlayerpotentialtemperature,288.02
Meanmixedlayermixingratio,7.28
1000hPato500hPathickness,5501.00
Precipitablewater[mm]forentiresounding,17.65
