Stationidentifier,YBBN
Stationnumber,94578
Observationtime,120210/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,8.42
Liftedindex,2.69
LIFTcomputedusingvirtualtemperature,2.31
SWEATindex,79.79
Kindex,18.90
Crosstotalsindex,11.50
Verticaltotalsindex,23.50
Totalstotalsindex,35.00
ConvectiveAvailablePotentialEnergy,6.43
CAPEusingvirtualtemperature,17.50
ConvectiveInhibition,-124.92
CINSusingvirtualtemperature,-1.63
EquilibrumLevel,678.95
EquilibrumLevelusingvirtualtemperature,673.03
LevelofFreeConvection,710.92
LFCTusingvirtualtemperature,881.42
BulkRichardsonNumber,0.34
BulkRichardsonNumberusingCAPV,0.94
Temp[K]oftheLiftedCondensationLevel,287.83
Pres[hPa]oftheLiftedCondensationLevel,898.69
Meanmixedlayerpotentialtemperature,296.76
Meanmixedlayermixingratio,11.83
1000hPato500hPathickness,5702.00
Precipitablewater[mm]forentiresounding,29.45
