Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150323/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,-0.38
Liftedindex,-2.15
LIFTcomputedusingvirtualtemperature,-2.63
SWEATindex,149.21
Kindex,29.60
Crosstotalsindex,23.00
Verticaltotalsindex,25.50
Totalstotalsindex,48.50
ConvectiveAvailablePotentialEnergy,313.65
CAPEusingvirtualtemperature,413.07
ConvectiveInhibition,-8.16
CINSusingvirtualtemperature,-4.31
EquilibrumLevel,396.80
EquilibrumLevelusingvirtualtemperature,391.26
LevelofFreeConvection,894.60
LFCTusingvirtualtemperature,909.82
BulkRichardsonNumber,30.62
BulkRichardsonNumberusingCAPV,40.32
Temp[K]oftheLiftedCondensationLevel,290.57
Pres[hPa]oftheLiftedCondensationLevel,949.41
Meanmixedlayerpotentialtemperature,294.92
Meanmixedlayermixingratio,13.37
1000hPato500hPathickness,5653.00
Precipitablewater[mm]forentiresounding,36.70
