Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140203/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,10.94
Liftedindex,6.52
LIFTcomputedusingvirtualtemperature,6.16
SWEATindex,121.81
Kindex,-20.50
Crosstotalsindex,12.10
Verticaltotalsindex,18.10
Totalstotalsindex,30.20
ConvectiveAvailablePotentialEnergy,0.04
CAPEusingvirtualtemperature,6.28
ConvectiveInhibition,-18.90
CINSusingvirtualtemperature,-6.86
EquilibrumLevel,814.97
EquilibrumLevelusingvirtualtemperature,797.29
LevelofFreeConvection,822.78
LFCTusingvirtualtemperature,852.45
BulkRichardsonNumber,0.01
BulkRichardsonNumberusingCAPV,1.14
Temp[K]oftheLiftedCondensationLevel,285.08
Pres[hPa]oftheLiftedCondensationLevel,871.55
Meanmixedlayerpotentialtemperature,296.51
Meanmixedlayermixingratio,10.17
1000hPato500hPathickness,5713.00
Precipitablewater[mm]forentiresounding,20.26
