Stationidentifier,YBBN
Stationnumber,94578
Observationtime,120115/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,4.11
Liftedindex,0.48
LIFTcomputedusingvirtualtemperature,0.35
SWEATindex,146.00
Kindex,27.70
Crosstotalsindex,19.70
Verticaltotalsindex,22.70
Totalstotalsindex,42.40
ConvectiveAvailablePotentialEnergy,50.42
CAPEusingvirtualtemperature,98.06
ConvectiveInhibition,-4.32
CINSusingvirtualtemperature,-2.05
EquilibrumLevel,511.89
EquilibrumLevelusingvirtualtemperature,509.83
LevelofFreeConvection,874.71
LFCTusingvirtualtemperature,884.67
BulkRichardsonNumber,2.46
BulkRichardsonNumberusingCAPV,4.78
Temp[K]oftheLiftedCondensationLevel,286.95
Pres[hPa]oftheLiftedCondensationLevel,898.59
Meanmixedlayerpotentialtemperature,295.87
Meanmixedlayermixingratio,11.17
1000hPato500hPathickness,5642.00
Precipitablewater[mm]forentiresounding,34.68
