Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100226/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,4.72
Liftedindex,0.14
LIFTcomputedusingvirtualtemperature,-0.38
SWEATindex,158.80
Kindex,-9.40
Crosstotalsindex,18.60
Verticaltotalsindex,21.70
Totalstotalsindex,40.30
ConvectiveAvailablePotentialEnergy,147.71
CAPEusingvirtualtemperature,215.80
ConvectiveInhibition,-7.57
CINSusingvirtualtemperature,-3.18
EquilibrumLevel,344.80
EquilibrumLevelusingvirtualtemperature,340.67
LevelofFreeConvection,905.29
LFCTusingvirtualtemperature,922.07
BulkRichardsonNumber,20.88
BulkRichardsonNumberusingCAPV,30.51
Temp[K]oftheLiftedCondensationLevel,290.40
Pres[hPa]oftheLiftedCondensationLevel,946.40
Meanmixedlayerpotentialtemperature,295.01
Meanmixedlayermixingratio,13.29
1000hPato500hPathickness,5692.00
Precipitablewater[mm]forentiresounding,29.23
