Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140902/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,5.61
Liftedindex,3.90
LIFTcomputedusingvirtualtemperature,3.75
SWEATindex,102.00
Kindex,11.30
Crosstotalsindex,10.30
Verticaltotalsindex,31.30
Totalstotalsindex,41.60
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,277.81
Pres[hPa]oftheLiftedCondensationLevel,842.88
Meanmixedlayerpotentialtemperature,291.73
Meanmixedlayermixingratio,6.41
1000hPato500hPathickness,5564.00
Precipitablewater[mm]forentiresounding,13.94
