Stationidentifier,YBBN
Stationnumber,94578
Observationtime,101125/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,8.00
Liftedindex,4.92
LIFTcomputedusingvirtualtemperature,4.79
SWEATindex,98.00
Kindex,-11.60
Crosstotalsindex,16.40
Verticaltotalsindex,20.90
Totalstotalsindex,37.30
ConvectiveAvailablePotentialEnergy,19.05
CAPEusingvirtualtemperature,29.06
ConvectiveInhibition,-9.80
CINSusingvirtualtemperature,-3.44
EquilibrumLevel,766.95
EquilibrumLevelusingvirtualtemperature,764.85
LevelofFreeConvection,834.52
LFCTusingvirtualtemperature,847.02
BulkRichardsonNumber,10.31
BulkRichardsonNumberusingCAPV,15.73
Temp[K]oftheLiftedCondensationLevel,282.27
Pres[hPa]oftheLiftedCondensationLevel,860.98
Meanmixedlayerpotentialtemperature,294.61
Meanmixedlayermixingratio,8.53
1000hPato500hPathickness,5634.00
Precipitablewater[mm]forentiresounding,20.48
