Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130913/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,3.02
Liftedindex,0.17
LIFTcomputedusingvirtualtemperature,-0.20
SWEATindex,173.09
Kindex,25.70
Crosstotalsindex,18.10
Verticaltotalsindex,28.10
Totalstotalsindex,46.20
ConvectiveAvailablePotentialEnergy,42.06
CAPEusingvirtualtemperature,78.29
ConvectiveInhibition,-217.74
CINSusingvirtualtemperature,-164.80
EquilibrumLevel,376.75
EquilibrumLevelusingvirtualtemperature,375.13
LevelofFreeConvection,656.97
LFCTusingvirtualtemperature,668.65
BulkRichardsonNumber,0.25
BulkRichardsonNumberusingCAPV,0.46
Temp[K]oftheLiftedCondensationLevel,285.97
Pres[hPa]oftheLiftedCondensationLevel,911.46
Meanmixedlayerpotentialtemperature,293.66
Meanmixedlayermixingratio,10.32
1000hPato500hPathickness,5621.00
Precipitablewater[mm]forentiresounding,25.49
