Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110202/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,0.09
Liftedindex,-3.45
LIFTcomputedusingvirtualtemperature,-4.37
SWEATindex,218.82
Kindex,28.80
Crosstotalsindex,20.00
Verticaltotalsindex,24.90
Totalstotalsindex,44.90
ConvectiveAvailablePotentialEnergy,1281.55
CAPEusingvirtualtemperature,1493.69
ConvectiveInhibition,-42.45
CINSusingvirtualtemperature,-4.18
EquilibrumLevel,227.11
EquilibrumLevelusingvirtualtemperature,226.46
LevelofFreeConvection,742.53
LFCTusingvirtualtemperature,904.17
BulkRichardsonNumber,306.64
BulkRichardsonNumberusingCAPV,357.40
Temp[K]oftheLiftedCondensationLevel,294.83
Pres[hPa]oftheLiftedCondensationLevel,946.15
Meanmixedlayerpotentialtemperature,299.55
Meanmixedlayermixingratio,17.61
1000hPato500hPathickness,5774.00
Precipitablewater[mm]forentiresounding,46.12
