Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150923/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,7.25
Liftedindex,6.53
LIFTcomputedusingvirtualtemperature,6.34
SWEATindex,107.80
Kindex,1.70
Crosstotalsindex,18.50
Verticaltotalsindex,22.30
Totalstotalsindex,40.80
ConvectiveAvailablePotentialEnergy,0.22
CAPEusingvirtualtemperature,1.98
ConvectiveInhibition,-40.51
CINSusingvirtualtemperature,-35.35
EquilibrumLevel,782.57
EquilibrumLevelusingvirtualtemperature,778.82
LevelofFreeConvection,795.66
LFCTusingvirtualtemperature,802.48
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.03
Temp[K]oftheLiftedCondensationLevel,279.66
Pres[hPa]oftheLiftedCondensationLevel,883.89
Meanmixedlayerpotentialtemperature,289.71
Meanmixedlayermixingratio,6.92
1000hPato500hPathickness,5521.00
Precipitablewater[mm]forentiresounding,15.85
