Stationidentifier,YBBN
Stationnumber,94578
Observationtime,161119/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,9.46
Liftedindex,0.39
LIFTcomputedusingvirtualtemperature,-0.04
SWEATindex,40.99
Kindex,-6.70
Crosstotalsindex,6.30
Verticaltotalsindex,27.30
Totalstotalsindex,33.60
ConvectiveAvailablePotentialEnergy,15.90
CAPEusingvirtualtemperature,34.66
ConvectiveInhibition,-1.46
CINSusingvirtualtemperature,-0.55
EquilibrumLevel,391.95
EquilibrumLevelusingvirtualtemperature,391.66
LevelofFreeConvection,910.58
LFCTusingvirtualtemperature,916.08
BulkRichardsonNumber,1.65
BulkRichardsonNumberusingCAPV,3.60
Temp[K]oftheLiftedCondensationLevel,287.77
Pres[hPa]oftheLiftedCondensationLevel,924.77
Meanmixedlayerpotentialtemperature,294.28
Meanmixedlayermixingratio,11.44
1000hPato500hPathickness,5663.00
Precipitablewater[mm]forentiresounding,22.01
