Stationidentifier,YBBN
Stationnumber,94578
Observationtime,141120/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,1.79
Liftedindex,0.73
LIFTcomputedusingvirtualtemperature,0.26
SWEATindex,179.39
Kindex,28.10
Crosstotalsindex,21.30
Verticaltotalsindex,22.90
Totalstotalsindex,44.20
ConvectiveAvailablePotentialEnergy,14.88
CAPEusingvirtualtemperature,29.67
ConvectiveInhibition,-161.76
CINSusingvirtualtemperature,-103.66
EquilibrumLevel,505.21
EquilibrumLevelusingvirtualtemperature,502.08
LevelofFreeConvection,554.20
LFCTusingvirtualtemperature,641.54
BulkRichardsonNumber,3.77
BulkRichardsonNumberusingCAPV,7.51
Temp[K]oftheLiftedCondensationLevel,288.37
Pres[hPa]oftheLiftedCondensationLevel,912.18
Meanmixedlayerpotentialtemperature,296.06
Meanmixedlayermixingratio,12.08
1000hPato500hPathickness,5680.00
Precipitablewater[mm]forentiresounding,35.55
