Stationidentifier,YBBN
Stationnumber,94578
Observationtime,151027/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,4.30
Liftedindex,1.06
LIFTcomputedusingvirtualtemperature,0.60
SWEATindex,266.68
Kindex,16.50
Crosstotalsindex,16.30
Verticaltotalsindex,26.30
Totalstotalsindex,42.60
ConvectiveAvailablePotentialEnergy,1.76
CAPEusingvirtualtemperature,29.17
ConvectiveInhibition,-232.86
CINSusingvirtualtemperature,-171.15
EquilibrumLevel,463.43
EquilibrumLevelusingvirtualtemperature,457.24
LevelofFreeConvection,671.44
LFCTusingvirtualtemperature,691.68
BulkRichardsonNumber,0.04
BulkRichardsonNumberusingCAPV,0.66
Temp[K]oftheLiftedCondensationLevel,287.13
Pres[hPa]oftheLiftedCondensationLevel,902.36
Meanmixedlayerpotentialtemperature,295.70
Meanmixedlayermixingratio,11.28
1000hPato500hPathickness,5660.00
Precipitablewater[mm]forentiresounding,25.65
