Stationidentifier,YBBN
Stationnumber,94578
Observationtime,160320/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,-1.91
Liftedindex,-0.51
LIFTcomputedusingvirtualtemperature,-0.81
SWEATindex,196.60
Kindex,11.10
Crosstotalsindex,23.70
Verticaltotalsindex,25.30
Totalstotalsindex,49.00
ConvectiveAvailablePotentialEnergy,117.04
CAPEusingvirtualtemperature,161.28
ConvectiveInhibition,-235.71
CINSusingvirtualtemperature,-146.98
EquilibrumLevel,370.29
EquilibrumLevelusingvirtualtemperature,368.48
LevelofFreeConvection,535.78
LFCTusingvirtualtemperature,622.03
BulkRichardsonNumber,3.67
BulkRichardsonNumberusingCAPV,5.06
Temp[K]oftheLiftedCondensationLevel,289.33
Pres[hPa]oftheLiftedCondensationLevel,913.57
Meanmixedlayerpotentialtemperature,296.92
Meanmixedlayermixingratio,12.83
1000hPato500hPathickness,5712.00
Precipitablewater[mm]forentiresounding,34.57
