Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110705/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,11.46
Liftedindex,14.87
LIFTcomputedusingvirtualtemperature,14.90
SWEATindex,190.20
Kindex,-26.50
Crosstotalsindex,11.90
Verticaltotalsindex,17.90
Totalstotalsindex,29.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,279.09
Pres[hPa]oftheLiftedCondensationLevel,867.00
Meanmixedlayerpotentialtemperature,290.72
Meanmixedlayermixingratio,6.79
1000hPato500hPathickness,5653.00
Precipitablewater[mm]forentiresounding,19.99
