Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150425/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,10.43
Liftedindex,8.42
LIFTcomputedusingvirtualtemperature,8.14
SWEATindex,95.78
Kindex,14.10
Crosstotalsindex,10.70
Verticaltotalsindex,21.70
Totalstotalsindex,32.40
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,279.66
Pres[hPa]oftheLiftedCondensationLevel,821.45
Meanmixedlayerpotentialtemperature,295.85
Meanmixedlayermixingratio,7.61
1000hPato500hPathickness,5664.00
Precipitablewater[mm]forentiresounding,20.09
