Stationidentifier,YBBN
Stationnumber,94578
Observationtime,131003/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,-2.38
Liftedindex,-3.41
LIFTcomputedusingvirtualtemperature,-3.86
SWEATindex,294.99
Kindex,34.70
Crosstotalsindex,24.60
Verticaltotalsindex,28.30
Totalstotalsindex,52.90
ConvectiveAvailablePotentialEnergy,886.23
CAPEusingvirtualtemperature,1001.88
ConvectiveInhibition,-10.49
CINSusingvirtualtemperature,-7.11
EquilibrumLevel,231.67
EquilibrumLevelusingvirtualtemperature,231.58
LevelofFreeConvection,862.14
LFCTusingvirtualtemperature,866.84
BulkRichardsonNumber,24.99
BulkRichardsonNumberusingCAPV,28.25
Temp[K]oftheLiftedCondensationLevel,287.46
Pres[hPa]oftheLiftedCondensationLevel,888.87
Meanmixedlayerpotentialtemperature,297.31
Meanmixedlayermixingratio,11.68
1000hPato500hPathickness,5655.00
Precipitablewater[mm]forentiresounding,31.28
