Stationidentifier,YBBN
Stationnumber,94578
Observationtime,161120/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,11.52
Liftedindex,1.96
LIFTcomputedusingvirtualtemperature,1.55
SWEATindex,60.02
Kindex,-9.10
Crosstotalsindex,1.70
Verticaltotalsindex,26.70
Totalstotalsindex,28.40
ConvectiveAvailablePotentialEnergy,8.04
CAPEusingvirtualtemperature,29.55
ConvectiveInhibition,-244.73
CINSusingvirtualtemperature,-144.14
EquilibrumLevel,580.13
EquilibrumLevelusingvirtualtemperature,567.62
LevelofFreeConvection,620.70
LFCTusingvirtualtemperature,655.96
BulkRichardsonNumber,1.85
BulkRichardsonNumberusingCAPV,6.78
Temp[K]oftheLiftedCondensationLevel,286.10
Pres[hPa]oftheLiftedCondensationLevel,897.52
Meanmixedlayerpotentialtemperature,295.09
Meanmixedlayermixingratio,10.57
1000hPato500hPathickness,5648.00
Precipitablewater[mm]forentiresounding,19.22
