Stationidentifier,YBBN
Stationnumber,94578
Observationtime,101014/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,6.38
Liftedindex,5.16
LIFTcomputedusingvirtualtemperature,5.19
SWEATindex,113.61
Kindex,23.10
Crosstotalsindex,18.60
Verticaltotalsindex,20.30
Totalstotalsindex,38.90
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,284.33
Pres[hPa]oftheLiftedCondensationLevel,899.80
Meanmixedlayerpotentialtemperature,293.06
Meanmixedlayermixingratio,9.37
1000hPato500hPathickness,5637.00
Precipitablewater[mm]forentiresounding,33.62
