Stationidentifier,YBBN
Stationnumber,94578
Observationtime,131115/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,-0.80
Liftedindex,-2.34
LIFTcomputedusingvirtualtemperature,-2.80
SWEATindex,184.40
Kindex,23.90
Crosstotalsindex,22.70
Verticaltotalsindex,28.70
Totalstotalsindex,51.40
ConvectiveAvailablePotentialEnergy,494.92
CAPEusingvirtualtemperature,603.47
ConvectiveInhibition,-147.85
CINSusingvirtualtemperature,-105.48
EquilibrumLevel,312.46
EquilibrumLevelusingvirtualtemperature,311.54
LevelofFreeConvection,726.21
LFCTusingvirtualtemperature,749.31
BulkRichardsonNumber,18.86
BulkRichardsonNumberusingCAPV,22.99
Temp[K]oftheLiftedCondensationLevel,287.21
Pres[hPa]oftheLiftedCondensationLevel,904.30
Meanmixedlayerpotentialtemperature,295.60
Meanmixedlayermixingratio,11.33
1000hPato500hPathickness,5641.00
Precipitablewater[mm]forentiresounding,24.13
