Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110216/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,2.14
Liftedindex,-0.83
LIFTcomputedusingvirtualtemperature,-1.05
Kindex,27.60
Crosstotalsindex,20.00
Verticaltotalsindex,22.50
Totalstotalsindex,42.50
ConvectiveAvailablePotentialEnergy,219.59
CAPEusingvirtualtemperature,293.70
ConvectiveInhibition,-5.50
CINSusingvirtualtemperature,-3.08
EquilibrumLevel,338.54
EquilibrumLevelusingvirtualtemperature,332.49
LevelofFreeConvection,912.03
LFCTusingvirtualtemperature,923.82
Temp[K]oftheLiftedCondensationLevel,291.70
Pres[hPa]oftheLiftedCondensationLevel,936.70
Meanmixedlayerpotentialtemperature,297.22
Meanmixedlayermixingratio,14.59
1000hPato500hPathickness,5714.00
Precipitablewater[mm]forentiresounding,47.98
