Stationidentifier,YBBN
Stationnumber,94578
Observationtime,160601/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,5.67
Liftedindex,5.80
LIFTcomputedusingvirtualtemperature,5.62
SWEATindex,125.79
Kindex,24.20
Crosstotalsindex,20.30
Verticaltotalsindex,21.90
Totalstotalsindex,42.20
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,282.20
Pres[hPa]oftheLiftedCondensationLevel,910.79
Meanmixedlayerpotentialtemperature,289.85
Meanmixedlayermixingratio,8.01
1000hPato500hPathickness,5544.00
Precipitablewater[mm]forentiresounding,27.65
