Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100716/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,15.94
Liftedindex,13.82
LIFTcomputedusingvirtualtemperature,13.73
SWEATindex,50.00
Kindex,-41.50
Crosstotalsindex,-22.30
Verticaltotalsindex,24.70
Totalstotalsindex,2.40
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,272.91
Pres[hPa]oftheLiftedCondensationLevel,847.90
Meanmixedlayerpotentialtemperature,286.09
Meanmixedlayermixingratio,4.46
1000hPato500hPathickness,5550.00
Precipitablewater[mm]forentiresounding,9.74
