Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150310/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,6.86
Liftedindex,2.18
LIFTcomputedusingvirtualtemperature,1.56
SWEATindex,154.01
Kindex,21.00
Crosstotalsindex,14.80
Verticaltotalsindex,19.50
Totalstotalsindex,34.30
ConvectiveAvailablePotentialEnergy,80.63
CAPEusingvirtualtemperature,148.22
ConvectiveInhibition,-19.61
CINSusingvirtualtemperature,-8.84
EquilibrumLevel,512.07
EquilibrumLevelusingvirtualtemperature,509.01
LevelofFreeConvection,856.51
LFCTusingvirtualtemperature,882.20
BulkRichardsonNumber,16.49
BulkRichardsonNumberusingCAPV,30.31
Temp[K]oftheLiftedCondensationLevel,291.24
Pres[hPa]oftheLiftedCondensationLevel,915.63
Meanmixedlayerpotentialtemperature,298.68
Meanmixedlayermixingratio,14.51
1000hPato500hPathickness,5731.00
Precipitablewater[mm]forentiresounding,39.32
