Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140717/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,17.59
Liftedindex,13.02
LIFTcomputedusingvirtualtemperature,12.93
SWEATindex,118.03
Kindex,-48.10
Crosstotalsindex,-6.90
Verticaltotalsindex,21.10
Totalstotalsindex,14.20
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,276.46
Pres[hPa]oftheLiftedCondensationLevel,869.29
Meanmixedlayerpotentialtemperature,287.76
Meanmixedlayermixingratio,5.66
1000hPato500hPathickness,5556.00
Precipitablewater[mm]forentiresounding,8.30
