Stationidentifier,YBBN
Stationnumber,94578
Observationtime,120718/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,2.41
Liftedindex,2.93
LIFTcomputedusingvirtualtemperature,2.97
SWEATindex,137.18
Kindex,30.00
Crosstotalsindex,23.60
Verticaltotalsindex,23.90
Totalstotalsindex,47.50
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.01
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,-19.64
EquilibrumLevelusingvirtualtemperature,858.42
LFCTusingvirtualtemperature,867.08
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,285.24
Pres[hPa]oftheLiftedCondensationLevel,960.52
Meanmixedlayerpotentialtemperature,288.56
Meanmixedlayermixingratio,9.31
1000hPato500hPathickness,5551.00
Precipitablewater[mm]forentiresounding,29.91
