Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140608/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,3.02
Liftedindex,5.55
LIFTcomputedusingvirtualtemperature,5.36
SWEATindex,121.41
Kindex,25.40
Crosstotalsindex,22.20
Verticaltotalsindex,24.70
Totalstotalsindex,46.90
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,280.44
Pres[hPa]oftheLiftedCondensationLevel,892.00
Meanmixedlayerpotentialtemperature,289.76
Meanmixedlayermixingratio,7.24
1000hPato500hPathickness,5551.00
Precipitablewater[mm]forentiresounding,23.61
