Stationidentifier,YBBN
Stationnumber,94578
Observationtime,161008/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,7.17
Liftedindex,5.13
LIFTcomputedusingvirtualtemperature,4.93
SWEATindex,65.99
Kindex,-3.10
Crosstotalsindex,11.90
Verticaltotalsindex,26.90
Totalstotalsindex,38.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,281.57
Pres[hPa]oftheLiftedCondensationLevel,862.64
Meanmixedlayerpotentialtemperature,293.72
Meanmixedlayermixingratio,8.25
1000hPato500hPathickness,5638.00
Precipitablewater[mm]forentiresounding,15.04
