Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110621/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,11.50
Liftedindex,11.88
LIFTcomputedusingvirtualtemperature,11.76
SWEATindex,76.01
Kindex,-7.50
Crosstotalsindex,7.10
Verticaltotalsindex,24.10
Totalstotalsindex,31.20
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,276.68
Pres[hPa]oftheLiftedCondensationLevel,864.06
Meanmixedlayerpotentialtemperature,288.49
Meanmixedlayermixingratio,5.77
1000hPato500hPathickness,5591.00
Precipitablewater[mm]forentiresounding,11.52
