Stationidentifier,YBBN
Stationnumber,94578
Observationtime,111227/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,-0.65
Liftedindex,-2.46
LIFTcomputedusingvirtualtemperature,-2.67
SWEATindex,228.81
Kindex,28.20
Crosstotalsindex,21.80
Verticaltotalsindex,26.30
Totalstotalsindex,48.10
ConvectiveAvailablePotentialEnergy,449.61
CAPEusingvirtualtemperature,542.51
ConvectiveInhibition,-107.45
CINSusingvirtualtemperature,-79.13
EquilibrumLevel,262.34
EquilibrumLevelusingvirtualtemperature,261.34
LevelofFreeConvection,756.08
LFCTusingvirtualtemperature,769.52
BulkRichardsonNumber,11.27
BulkRichardsonNumberusingCAPV,13.60
Temp[K]oftheLiftedCondensationLevel,290.11
Pres[hPa]oftheLiftedCondensationLevel,902.76
Meanmixedlayerpotentialtemperature,298.72
Meanmixedlayermixingratio,13.67
1000hPato500hPathickness,5713.00
Precipitablewater[mm]forentiresounding,40.05
