Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110608/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,8.35
Liftedindex,13.99
LIFTcomputedusingvirtualtemperature,14.20
SWEATindex,117.01
Kindex,23.60
Crosstotalsindex,15.30
Verticaltotalsindex,22.30
Totalstotalsindex,37.60
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,273.43
Pres[hPa]oftheLiftedCondensationLevel,827.35
Meanmixedlayerpotentialtemperature,288.66
Meanmixedlayermixingratio,4.76
1000hPato500hPathickness,5557.00
Precipitablewater[mm]forentiresounding,23.71
