Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130207/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,11.51
Liftedindex,9.09
LIFTcomputedusingvirtualtemperature,8.66
SWEATindex,139.62
Kindex,22.80
Crosstotalsindex,11.90
Verticaltotalsindex,15.70
Totalstotalsindex,27.60
ConvectiveAvailablePotentialEnergy,20.22
CAPEusingvirtualtemperature,28.48
ConvectiveInhibition,-41.22
CINSusingvirtualtemperature,-32.95
EquilibrumLevel,666.61
EquilibrumLevelusingvirtualtemperature,665.91
LevelofFreeConvection,820.05
LFCTusingvirtualtemperature,832.79
BulkRichardsonNumber,20.43
BulkRichardsonNumberusingCAPV,28.76
Temp[K]oftheLiftedCondensationLevel,287.01
Pres[hPa]oftheLiftedCondensationLevel,914.38
Meanmixedlayerpotentialtemperature,294.46
Meanmixedlayermixingratio,11.03
1000hPato500hPathickness,5670.00
Precipitablewater[mm]forentiresounding,31.51
