Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110408/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,0.22
Liftedindex,-1.79
LIFTcomputedusingvirtualtemperature,-1.91
SWEATindex,192.18
Kindex,26.30
Crosstotalsindex,24.30
Verticaltotalsindex,25.70
Totalstotalsindex,50.00
ConvectiveAvailablePotentialEnergy,200.10
CAPEusingvirtualtemperature,243.26
ConvectiveInhibition,-9.80
CINSusingvirtualtemperature,-9.28
EquilibrumLevel,351.52
EquilibrumLevelusingvirtualtemperature,349.39
LevelofFreeConvection,921.94
LFCTusingvirtualtemperature,923.16
BulkRichardsonNumber,6.11
BulkRichardsonNumberusingCAPV,7.42
Temp[K]oftheLiftedCondensationLevel,289.17
Pres[hPa]oftheLiftedCondensationLevel,976.37
Meanmixedlayerpotentialtemperature,291.16
Meanmixedlayermixingratio,11.87
1000hPato500hPathickness,5599.00
Precipitablewater[mm]forentiresounding,34.55
