Stationidentifier,YBBN
Stationnumber,94578
Observationtime,120428/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,2.52
Liftedindex,3.69
LIFTcomputedusingvirtualtemperature,3.80
SWEATindex,239.39
Kindex,30.60
Crosstotalsindex,21.50
Verticaltotalsindex,21.50
Totalstotalsindex,43.00
ConvectiveAvailablePotentialEnergy,3.60
CAPEusingvirtualtemperature,5.90
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
EquilibrumLevel,906.03
EquilibrumLevelusingvirtualtemperature,897.86
LevelofFreeConvection,959.89
LFCTusingvirtualtemperature,961.68
BulkRichardsonNumber,0.05
BulkRichardsonNumberusingCAPV,0.08
Temp[K]oftheLiftedCondensationLevel,288.94
Pres[hPa]oftheLiftedCondensationLevel,972.05
Meanmixedlayerpotentialtemperature,291.31
Meanmixedlayermixingratio,11.75
1000hPato500hPathickness,5641.00
Precipitablewater[mm]forentiresounding,43.35
