Stationidentifier,YBBN
Stationnumber,94578
Observationtime,120529/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,6.37
Liftedindex,2.45
LIFTcomputedusingvirtualtemperature,2.22
SWEATindex,69.00
Kindex,13.10
Crosstotalsindex,17.30
Verticaltotalsindex,25.30
Totalstotalsindex,42.60
ConvectiveAvailablePotentialEnergy,0.43
CAPEusingvirtualtemperature,5.70
ConvectiveInhibition,-173.67
CINSusingvirtualtemperature,-111.95
EquilibrumLevel,535.62
EquilibrumLevelusingvirtualtemperature,532.18
LevelofFreeConvection,550.05
LFCTusingvirtualtemperature,580.59
BulkRichardsonNumber,0.02
BulkRichardsonNumberusingCAPV,0.27
Temp[K]oftheLiftedCondensationLevel,283.20
Pres[hPa]oftheLiftedCondensationLevel,922.15
Meanmixedlayerpotentialtemperature,289.85
Meanmixedlayermixingratio,8.46
1000hPato500hPathickness,5529.00
Precipitablewater[mm]forentiresounding,18.92
