Stationidentifier,YBBN
Stationnumber,94578
Observationtime,160602/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,2.18
Liftedindex,-0.02
LIFTcomputedusingvirtualtemperature,-0.24
SWEATindex,103.81
Kindex,30.00
Crosstotalsindex,23.00
Verticaltotalsindex,26.10
Totalstotalsindex,49.10
ConvectiveAvailablePotentialEnergy,16.90
CAPEusingvirtualtemperature,26.63
ConvectiveInhibition,-30.87
CINSusingvirtualtemperature,-24.71
EquilibrumLevel,463.54
EquilibrumLevelusingvirtualtemperature,458.65
LevelofFreeConvection,866.48
LFCTusingvirtualtemperature,873.75
BulkRichardsonNumber,0.88
BulkRichardsonNumberusingCAPV,1.38
Temp[K]oftheLiftedCondensationLevel,285.37
Pres[hPa]oftheLiftedCondensationLevel,944.99
Meanmixedlayerpotentialtemperature,290.03
Meanmixedlayermixingratio,9.55
1000hPato500hPathickness,5550.00
Precipitablewater[mm]forentiresounding,27.96
