Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100319/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,8.34
Liftedindex,6.30
LIFTcomputedusingvirtualtemperature,5.89
SWEATindex,146.42
Kindex,-17.50
Crosstotalsindex,15.50
Verticaltotalsindex,18.30
Totalstotalsindex,33.80
ConvectiveAvailablePotentialEnergy,9.53
CAPEusingvirtualtemperature,15.01
ConvectiveInhibition,-5.06
CINSusingvirtualtemperature,-2.19
EquilibrumLevel,801.77
EquilibrumLevelusingvirtualtemperature,799.98
LevelofFreeConvection,842.04
LFCTusingvirtualtemperature,847.95
BulkRichardsonNumber,8.10
BulkRichardsonNumberusingCAPV,12.76
Temp[K]oftheLiftedCondensationLevel,284.71
Pres[hPa]oftheLiftedCondensationLevel,868.94
Meanmixedlayerpotentialtemperature,296.38
Meanmixedlayermixingratio,9.96
1000hPato500hPathickness,5735.00
Precipitablewater[mm]forentiresounding,21.50
