Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140716/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,3.05
Liftedindex,4.80
LIFTcomputedusingvirtualtemperature,4.68
SWEATindex,140.81
Kindex,28.40
Crosstotalsindex,21.70
Verticaltotalsindex,25.10
Totalstotalsindex,46.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,282.87
Pres[hPa]oftheLiftedCondensationLevel,930.21
Meanmixedlayerpotentialtemperature,288.79
Meanmixedlayermixingratio,8.20
1000hPato500hPathickness,5554.00
Precipitablewater[mm]forentiresounding,25.63
