Stationidentifier,YBBN
Stationnumber,94578
Observationtime,111122/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,11.97
Liftedindex,3.91
LIFTcomputedusingvirtualtemperature,3.45
SWEATindex,73.78
Kindex,-19.50
Crosstotalsindex,8.10
Verticaltotalsindex,21.10
Totalstotalsindex,29.20
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,287.59
Pres[hPa]oftheLiftedCondensationLevel,905.03
Meanmixedlayerpotentialtemperature,295.92
Meanmixedlayermixingratio,11.57
1000hPato500hPathickness,5714.00
Precipitablewater[mm]forentiresounding,19.53
