Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140316/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,4.21
Liftedindex,3.70
LIFTcomputedusingvirtualtemperature,3.51
SWEATindex,154.61
Kindex,23.90
Crosstotalsindex,16.10
Verticaltotalsindex,25.10
Totalstotalsindex,41.20
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,286.43
Pres[hPa]oftheLiftedCondensationLevel,884.29
Meanmixedlayerpotentialtemperature,296.68
Meanmixedlayermixingratio,10.97
1000hPato500hPathickness,5715.00
Precipitablewater[mm]forentiresounding,33.33
