Stationidentifier,YBBN
Stationnumber,94578
Observationtime,120806/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,7.85
Liftedindex,8.89
LIFTcomputedusingvirtualtemperature,8.79
SWEATindex,172.69
Kindex,13.50
Crosstotalsindex,12.90
Verticaltotalsindex,26.90
Totalstotalsindex,39.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,269.39
Pres[hPa]oftheLiftedCondensationLevel,772.83
Meanmixedlayerpotentialtemperature,289.99
Meanmixedlayermixingratio,3.85
1000hPato500hPathickness,5502.00
Precipitablewater[mm]forentiresounding,9.76
